Name,Origin_Season,Origin_League,team,Pre_PL_G_A,Pre_PL_npxG,Pre_PL_xA,PL_Team,PL_Raw_GA,PL_Team_Avg_GA,Target_Relative_GA,Season_Control,Pre_PL_Expected_GA,Finishing_Overperf,League_Quality_Score
Divock Origi,2223,ITA-Serie A,AC Milan,0.2752293577981651,0.3267334138444804,0.0939440853688695,Nottingham Forest,0.1615798922800718,0.2865459838078777,-0.1249660915278059,2022,0.4206774992133499,-0.1454481414151848,0.9
Djibril Sidibe,1819,FRA-Ligue 1,Monaco,0.0872093023255814,0.0421060065922955,0.1523763454264723,Everton,0.1993355481727574,0.1940285283954992,0.0053070197772582,2018,0.1944823520187678,-0.10727304969318639,0.8
Dominik Szoboszlai,2223,GER-Bundesliga,RasenBallsport Leipzig,0.4754164973587972,0.1618431266041511,0.339258728584457,Liverpool,0.2107728337236534,0.3963987304877259,-0.1856258967640724,2022,0.5011018551886081,-0.02568535782981085,1.0
Douglas Luiz,1819,ESP-La Liga,Girona,0.0,0.0628642110210476,0.0360594906025763,Aston Villa,0.1729438893159108,0.1920361479807963,-0.0190922586648855,2018,0.0989237016236239,-0.0989237016236239,1.0
Duje Caleta-Car,2021,FRA-Ligue 1,Marseille,0.0957107408720312,0.0333630950023406,0.0439397588131889,Southampton,0.0950369588173178,0.1738020424194815,-0.0787650836021637,2020,0.07730285381552951,0.01840788705650169,0.8
Edinson Cavani,1920,FRA-Ligue 1,Paris Saint Germain,0.7588532883642496,1.3013247220853932,0.1658817434692865,Manchester United,0.8634686346863468,0.3736695100777534,0.4897991246085934,2019,1.4672064655546797,-0.7083531771904301,0.8
Edouard Mendy,1920,FRA-Ligue 1,Rennes,0.0,0.0,0.0,Chelsea,0.0,0.2515188335358445,-0.2515188335358445,2019,0.0,0.0,0.8
Eliaquim Mangala,1617,ESP-La Liga,Valencia,0.0680529300567107,0.0897018961566157,0.0030417029476515,Everton,0.0,0.1706213307240704,-0.1706213307240704,2016,0.0927435991042672,-0.0246906690475565,1.0
Emerson,1617,ITA-Serie A,Roma,0.0457549567869852,0.0260745742972362,0.1087778120907236,Chelsea,0.3249097472924188,0.2718401486988848,0.0530695985935339,2016,0.1348523863879598,-0.0890974296009746,0.9
Emerson,1920,ESP-La Liga,Real Betis,0.2849103060147731,0.0577079119882112,0.1701054332114171,Chelsea,0.0,0.2515188335358445,-0.2515188335358445,2019,0.22781334519962831,0.05709696081514476,1.0
Emerson,2021,ESP-La Liga,Real Betis,0.1501000667111407,0.0419664479639279,0.0956259799494921,Tottenham,0.1557991921523369,0.2896913911398481,-0.1338921989875111,2020,0.13759242791342,0.01250763879772071,1.0
Emil Krafth,1819,FRA-Ligue 1,Amiens,0.0605245460659045,0.0204911024141217,0.091733634709891,Newcastle United,0.087890625,0.1812574737239599,-0.0933668487239599,2018,0.11222473712401271,-0.051700191058108205,0.8
Emiliano Buendía,1516,ESP-La Liga,Getafe,0.1232876712328767,0.1282725869996907,0.0309126582251836,Norwich,0.2924451665312754,0.1360348364343038,0.1564103300969715,2015,0.15918524522487432,-0.03589757399199761,1.0
Emmanuel Dennis,2021,GER-Bundesliga,FC Cologne,0.1902748414376321,0.0943339828708963,0.1433655313249622,Nottingham Forest,0.5106382978723405,0.1575310916628282,0.3531072062095123,2020,0.2376995141958585,-0.0474246727582264,1.0
Enes Ünal,2223,ESP-La Liga,Getafe,0.5077995353468304,0.213530512373317,0.1002380288172967,Bournemouth,1.2720848056537102,0.2625097225823178,1.0095750830713923,2022,0.3137685411906137,0.19403099415621672,1.0
Eric Bailly,1516,ESP-La Liga,Villarreal,0.0,0.0099889664167603,0.025558611731508,Manchester United,0.0,0.2630526412946497,-0.2630526412946497,2015,0.0355475781482683,-0.0355475781482683,1.0
Eric Maxim Choupo-Moting,1617,GER-Bundesliga,Schalke 04,0.3730017761989343,0.2386980924629614,0.1932582162572054,Stoke,0.3987594151528577,0.1754610246412477,0.22329839051161,2016,0.43195630872016677,-0.05895453252123245,1.0
Erik Durm,1617,GER-Bundesliga,Borussia Dortmund,0.1848049281314168,0.0656749390819142,0.1680057685730454,Huddersfield,0.0439238653001464,0.0861305072129869,-0.0422066419128405,2016,0.23368070765495957,-0.04887577952354277,1.0
Erik Pieters,1819,FRA-Ligue 1,Amiens,0.1427438540840602,0.0692427667001119,0.0420465085265491,Burnley,0.1914893617021276,0.2321106926477812,-0.0406213309456535,2018,0.11128927522666099,0.03145457885739922,0.8
Erling Haaland,2021,GER-Bundesliga,Borussia Dortmund,1.229304635761589,0.7661685391039347,0.1503271031014572,Manchester City,1.4127720299678914,0.4215950345473708,0.9911769954205204,2020,0.9164956422053918,0.3128089935561973,1.0
Estupiñán,2021,ESP-La Liga,Villarreal,0.0,0.0372979903217253,0.1419018822781101,Brighton,0.199482822312523,0.309779307552136,-0.110296485239613,2020,0.17919987259983539,-0.17919987259983539,1.0
Ezequiel Schelotto,1415,ITA-Serie A,Chievo,0.0,0.1069151654609301,0.080002715099561,Brighton,0.0,0.1961561323558549,-0.1961561323558549,2014,0.1869178805604911,-0.1869178805604911,0.9
Fabian Schär,1718,ESP-La Liga,Deportivo La Coruna,0.1620891490319675,0.130029272880172,0.0296369395925353,Newcastle United,0.2242152466367712,0.2164958645006096,0.0077193821361616,2017,0.1596662124727073,0.002422936559260208,1.0
Fabinho,1718,FRA-Ligue 1,Monaco,0.2941176470588235,0.0626561256563838,0.1250736195703639,Liverpool,0.1345962113659023,0.408237919303508,-0.2736417079376058,2017,0.18772974522674768,0.1063879018320758,0.8
Fabri,1415,ESP-La Liga,Deportivo La Coruna,0.0,0.0,0.0005564096594049,Fulham,0.0,0.1501273009276872,-0.1501273009276872,2014,0.0005564096594049,-0.0005564096594049,1.0
Facundo Pellistri,2021,ESP-La Liga,Alaves,0.0,0.0710942532364906,0.0063078706100415,Manchester United,0.0,0.2583177132146204,-0.2583177132146204,2020,0.0774021238465321,-0.0774021238465321,1.0
Felipe,2021,ESP-La Liga,Atletico Madrid,0.0,0.0567625219474163,0.0186217803368958,Nottingham Forest,0.0630693763139453,0.1575310916628282,-0.0944617153488828,2020,0.0753843022843121,-0.0753843022843121,1.0
Felipe Anderson,1718,ITA-Serie A,Lazio,0.8691834942932397,0.2173976382670746,0.3466744292805444,West Ham,0.3807354376830458,0.2535646796083147,0.1271707580747311,2017,0.564072067547619,0.30511142674562075,0.9
Fernando,1516,ITA-Serie A,Sampdoria,0.1806624289059886,0.0861049001253131,0.1113870105740117,Manchester City,0.0,0.3210133123630849,-0.3210133123630849,2015,0.1974919106993248,-0.01682948179333621,0.9
Fernando Marçal,1920,FRA-Ligue 1,Lyon,0.1080432172869147,0.0098225437350669,0.1482731494761887,Wolverhampton Wanderers,0.0,0.1682949168065944,-0.1682949168065944,2019,0.1580956932112556,-0.05005247592434091,0.8
Ferrán Torres,1920,ESP-La Liga,Valencia,0.3558875219683656,0.159044611003407,0.2001755478217386,Manchester City,0.6206896551724138,0.402430282964126,0.2182593722082878,2019,0.3592201588251456,-0.0033326368567799802,1.0
Florent Hadergjonaj,1617,GER-Bundesliga,Ingolstadt,0.1214028776978417,0.0114908351030254,0.0741074011508683,Huddersfield,0.053731343283582,0.1310854604376798,-0.0773541171540977,2016,0.08559823625389369,0.035804641443948,1.0
Florian Lejeune,1617,ESP-La Liga,Eibar,0.0606264735601212,0.0774413021061784,0.017167044149159,Newcastle United,0.0855920114122681,0.1831788577154308,-0.0975868463031626,2016,0.0946083462553374,-0.0339818726952162,1.0
Florian Thauvin,1415,FRA-Ligue 1,Marseille,0.310463779225757,0.2425891774231421,0.1585779126859193,Newcastle United,0.0,0.2490863286378313,-0.2490863286378313,2014,0.4011670901090614,-0.09070331088330436,0.8
Florin Andone,1718,ESP-La Liga,Deportivo La Coruna,0.4972375690607734,0.5808421346816897,0.0569007349154237,Brighton,0.313588850174216,0.1654225589857084,0.1481662911885076,2017,0.6377428695971133,-0.14050530053633997,1.0
Floyd Ayité,1516,FRA-Ligue 1,SC Bastia,0.375996961640714,0.2129951728938697,0.0625693199302232,Fulham,0.2040816326530612,0.1501273009276872,0.053954331725374,2015,0.2755644928240929,0.1004324688166211,0.8
Fode Toure,2223,ITA-Serie A,AC Milan,0.175438596491228,0.2432668215611524,0.1143054598779009,Fulham,0.0,0.2523128679562658,-0.2523128679562658,2022,0.3575722814390533,-0.18213368494782528,0.9
Franck Zambo,1718,FRA-Ligue 1,Marseille,0.0,0.0425312210092173,0.1271776294204594,Fulham,0.0,0.1501273009276872,-0.1501273009276872,2017,0.1697088504296767,-0.1697088504296767,0.8
Franck Zambo,1920,ESP-La Liga,Villarreal,0.069713400464756,0.1026948017885549,0.0214686457898776,Fulham,0.104570100697134,0.1369087628683624,-0.0323386621712284,2019,0.1241634475784325,-0.0544500471136765,1.0
Frederic Guilbert,1819,FRA-Ligue 1,Caen,0.0924657534246575,0.0091685435498669,0.0875338122331575,Aston Villa,0.0880195599022004,0.1920361479807963,-0.1040165880785958,2018,0.0967023557830244,-0.004236602358366898,0.8
Gabriel,1415,ESP-La Liga,Villarreal,0.0,0.0295618750148017,0.0282181026419832,Arsenal,0.0511073253833049,0.3668051081007647,-0.3156977827174598,2014,0.0577799776567849,-0.0577799776567849,1.0
Gabriel,1920,ITA-Serie A,Lecce,0.0,0.0,0.0,Arsenal,0.0902708124373119,0.2523936320888335,-0.1621228196515215,2019,0.0,0.0,0.9
Gabriel,2021,ESP-La Liga,Valencia,0.1656848306332842,0.0310284242861038,0.0201478023911841,Arsenal,0.07903981264637,0.4334823396083863,-0.3544425269620163,2020,0.0511762266772879,0.11450860395599631,1.0
Gabriel,2223,ESP-La Liga,Valencia,0.059681697612732,0.0718251828212953,0.0186982079698093,Arsenal,0.0885245901639344,0.4180607438687673,-0.3295361537048328,2022,0.0905233907911046,-0.03084169317837259,1.0
Gareth Bale,1920,ESP-La Liga,Real Madrid,0.3275705186533212,0.3317250944572324,0.1281463391943288,Tottenham,1.2871287128712872,0.3576364892881825,0.9294922235831048,2019,0.45987143365156125,-0.13230091499824004,1.0
Georges-Kévin Nkoudou,1516,FRA-Ligue 1,Marseille,0.3471552555448409,0.1510051727966695,0.1230508216235538,Tottenham,0.0,0.4388284174020533,-0.4388284174020533,2015,0.2740559944202233,0.07309926112461756,0.8
Gerard Deulofeu,1415,ESP-La Liga,Sevilla,0.6792452830188679,0.2703356160167253,0.2401535194718612,Everton,0.6479481641468683,0.276897770196174,0.3710503939506943,2014,0.5104891354885865,0.16875614753028134,1.0
Gerard Deulofeu,1617,ITA-Serie A,AC Milan,0.4294478527607361,0.2084457135525035,0.3975551563995016,Watford,0.2031602708803611,0.1790730337078651,0.024087237172496,2016,0.6060008699520051,-0.17655301719126898,0.9
Gerard Deulofeu,1718,ESP-La Liga,Barcelona,0.3571428571428571,0.2042014417903764,0.313001425737249,Watford,0.6398104265402844,0.2379903040987219,0.4018201224415625,2017,0.5172028675276253,-0.16006001038476825,1.0
Gianluca Scamacca,2021,ITA-Serie A,Genoa,0.6691449814126395,0.4222758303372169,0.1917123834993759,West Ham,0.2872340425531914,0.1688197743018788,0.1184142682513126,2020,0.6139882138365927,0.055156767576046706,0.9
Giannelli Imbula,1415,FRA-Ligue 1,Marseille,0.1131363922061596,0.0465698463556612,0.0709099252957038,Stoke,0.1428571428571428,0.2131613467424573,-0.0703042038853145,2014,0.117479771651365,-0.004343379445205395,0.8
Giovani Lo Celso,2223,ESP-La Liga,Villarreal,0.3937007874015748,0.2391671485406911,0.271012257843271,Tottenham,0.7725321888412017,0.375650705810627,0.3968814830305746,2022,0.5101794063839621,-0.11647861898238726,1.0
Giovanni Reyna,2223,GER-Bundesliga,Borussia Dortmund,1.359060402684564,0.4951738143627276,0.2187426873926548,Nottingham Forest,0.4368932038834952,0.2865459838078777,0.1503472200756174,2022,0.7139165017553823,0.6451439009291817,1.0
Gonzalo Higuaín,1718,ITA-Serie A,Juventus,0.7043756670224119,0.3806550852087672,0.103148917847471,Chelsea,0.4090909090909091,0.3900903367095538,0.0190005723813553,2017,0.48380400305623816,0.22057166396617378,0.9
Gonzalo Montiel,2223,ESP-La Liga,Sevilla,0.1785714285714285,0.065329261567621,0.1526178826489264,Nottingham Forest,0.2224969097651421,0.2865459838078777,-0.0640490740427355,2022,0.2179471442165474,-0.03937571564511891,1.0
Gonçalo Guedes,2021,ESP-La Liga,Valencia,0.3896103896103896,0.1188883621777806,0.1567183738308293,Wolverhampton Wanderers,0.2506963788300835,0.1213776886368351,0.1293186901932483,2020,0.27560673600860985,0.11400365360177972,1.0
Granit Xhaka,1516,GER-Bundesliga,Borussia M.Gladbach,0.152027027027027,0.0644830903026583,0.0888620521102377,Arsenal,0.1444622792937399,0.3653666977239452,-0.2209044184302052,2015,0.15334514241289599,-0.0013181153858689842,1.0
Grzegorz Krychowiak,1617,FRA-Ligue 1,Paris Saint Germain,0.0,0.0650900517417667,0.0165934007229866,West Bromwich Albion,0.1094890510948905,0.1628410260048959,-0.0533519749100053,2016,0.0816834524647533,-0.0816834524647533,0.8
Guglielmo Vicario,2223,ITA-Serie A,Empoli,0.0,0.0,0.0,Tottenham,0.0,0.375650705810627,-0.375650705810627,2022,0.0,0.0,0.9
Guido Carrillo,1617,FRA-Ligue 1,Monaco,1.2765957446808511,0.930743752978742,0.1963578001100649,Southampton,0.1986754966887417,0.1922989498567986,0.006376546831943,2016,1.1271015530888069,0.14949419159204425,0.8
Gökhan Inler,1415,ITA-Serie A,Napoli,0.0659340659340659,0.0341754786588333,0.045705053709693,Leicester,0.0,0.3856627953544252,-0.3856627953544252,2014,0.0798805323685263,-0.013946466434460403,0.9
Hamed Junior Traore,2021,ITA-Serie A,Sassuolo,0.3527435610302351,0.2228123698204188,0.1958990154354045,Bournemouth,0.0,0.1596752368064952,-0.1596752368064952,2020,0.4187113852558233,-0.06596782422558822,0.9
Hamed Junior Traore,2223,ITA-Serie A,Sassuolo,0.4591836734693877,0.1384678466853742,0.2280730683812681,Bournemouth,0.0,0.2625097225823178,-0.2625097225823178,2022,0.3665409150666423,0.09264275840274538,0.9
Han-Noah Massengo,2223,FRA-Ligue 1,Auxerre,0.0,0.0668994543583073,0.0414546886533366,Burnley,0.0,0.1881771526325793,-0.1881771526325793,2022,0.1083541430116439,-0.1083541430116439,0.8
Henri Saivet,1415,FRA-Ligue 1,Bordeaux,0.0,0.1749022538795315,0.0267670072086592,Newcastle United,0.0,0.2490863286378313,-0.2490863286378313,2014,0.20166926108819072,-0.20166926108819072,0.8
Henri Saivet,1617,FRA-Ligue 1,Saint-Etienne,0.152027027027027,0.1480088059356235,0.120114239005095,Newcastle United,1.0465116279069766,0.1831788577154308,0.8633327701915458,2016,0.2681230449407185,-0.11609601791369148,0.8
Henrikh Mkhitaryan,1516,GER-Bundesliga,Borussia Dortmund,0.9076803723816912,0.4012981638647587,0.5544509180395917,Manchester United,0.3340757238307349,0.2630526412946497,0.0710230825360852,2015,0.9557490819043504,-0.04806870952265918,1.0
Håvard Nordtveit,1516,GER-Bundesliga,Borussia M.Gladbach,0.1837484687627603,0.0366564337339095,0.0402032605324072,West Ham,0.094240837696335,0.2274392030471725,-0.1331983653508374,2015,0.0768596942663167,0.1068887744964436,1.0
Håvard Nordtveit,1718,GER-Bundesliga,Hoffenheim,0.0,0.0400732984544713,0.0056917766704066,Fulham,0.2493074792243767,0.1501273009276872,0.0991801782966895,2017,0.0457650751248779,-0.0457650751248779,1.0
Hélder Costa,1516,FRA-Ligue 1,Monaco,0.3472222222222222,0.211715322220698,0.1753369850727419,Wolverhampton Wanderers,0.2007434944237918,0.2792520617294031,-0.0785085673056112,2015,0.38705230729343987,-0.03983008507121766,0.8
Ibrahim Amadou,1819,ESP-La Liga,Sevilla,0.0,0.0412113436889883,0.0077153446741009,Norwich,0.0,0.1360348364343038,-0.1360348364343038,2018,0.0489266883630892,-0.0489266883630892,1.0
Ibrahim Sangare,1920,FRA-Ligue 1,Toulouse,0.0413412953605879,0.0686959206217751,0.0495553062009493,Nottingham Forest,0.0,0.2865459838078777,-0.2865459838078777,2019,0.1182512268227244,-0.07690993146213651,0.8
Ibrahima Diallo,1920,FRA-Ligue 1,Brest,0.0575815738963531,0.0045005930855784,0.0394421515918395,Southampton,0.0,0.2605877268798617,-0.2605877268798617,2019,0.043942744677417905,0.013638829218935195,0.8
Ibrahima Konaté,2021,GER-Bundesliga,RasenBallsport Leipzig,0.1294964028776978,0.1031933529771489,0.0,Liverpool,0.0,0.3560603643556775,-0.3560603643556775,2020,0.1031933529771489,0.026303049900548908,1.0
Idrissa Gueye,1415,FRA-Ligue 1,Lille,0.1975128017556693,0.0652254965318463,0.0437290911292268,Aston Villa,0.0291734197730956,0.1316660280748197,-0.1024926083017241,2014,0.1089545876610731,0.08855821409459619,0.8
Idrissa Gueye,2021,FRA-Ligue 1,Paris Saint Germain,0.170886075949367,0.0506885867047158,0.0465070493755084,Everton,0.0341167551175132,0.1528612490201202,-0.1187444939026069,2020,0.09719563608022419,0.07369043986914281,0.8
Ignacio Pussetto,1819,ITA-Serie A,Udinese,0.3301237964236588,0.2722364714166772,0.0897444536758297,Watford,0.0,0.1478569542640889,-0.1478569542640889,2018,0.3619809250925069,-0.0318571286688481,0.9
Igor Julio,2223,ITA-Serie A,Fiorentina,0.0,0.0162777971537981,0.0165481167140814,Brighton,0.0,0.2358128834355828,-0.2358128834355828,2022,0.0328259138678795,-0.0328259138678795,0.9
Ilkay Gündogan,1516,GER-Bundesliga,Borussia Dortmund,0.1801801801801802,0.1703894377459545,0.1845562321696061,Manchester City,0.502092050209205,0.3210133123630849,0.1810787378461201,2015,0.3549456699155606,-0.1747654897353804,1.0
Ionut Radu,2223,ITA-Serie A,Cremonese,0.0,0.0,0.0217299564845032,Bournemouth,0.0,0.2625097225823178,-0.2625097225823178,2022,0.0217299564845032,-0.0217299564845032,0.9
Isaac Mbenza,1718,FRA-Ligue 1,Montpellier,0.3444976076555024,0.3250018438974921,0.0514180893880542,Huddersfield,0.1882845188284519,0.0861305072129869,0.1021540116154649,2017,0.3764199332855463,-0.03192232563004388,0.8
Isaac Success,1516,ESP-La Liga,Granada,0.2949610815239655,0.2623458680136313,0.1254598150355607,Watford,0.3887688984881209,0.1835157759175788,0.205253122570542,2015,0.387805683049192,-0.0928446015252265,1.0
Isaac Success,1718,ESP-La Liga,Malaga,0.180722891566265,0.0747150006558162,0.2959808653377624,Watford,0.1773399014778325,0.2379903040987219,-0.0606504026208894,2017,0.3706958659935786,-0.18997297442731362,1.0
Islam Slimani,1920,FRA-Ligue 1,Monaco,1.1206225680933852,0.6298609180122265,0.2935112629535133,Leicester,0.0,0.3095599393019727,-0.3095599393019727,2019,0.9233721809657398,0.19725038712764542,0.8
Ismaila Sarr,1819,FRA-Ligue 1,Rennes,0.4485582057671769,0.1662350418732424,0.233966057159301,Watford,0.3974484789008832,0.1478569542640889,0.2495915246367942,2018,0.4002010990325434,0.048357106734633504,0.8
Issa Diop,1718,FRA-Ligue 1,Toulouse,0.088235294117647,0.0557005993528839,0.0137989494730444,West Ham,0.0303030303030303,0.2535646796083147,-0.2232616493052844,2017,0.06949954882592829,0.018735745291718703,0.8
Issa Kabore,2223,FRA-Ligue 1,Marseille,0.0899100899100899,0.1114593048884229,0.0875636369927779,Luton,0.102974828375286,0.2382245147278403,-0.1352496863525543,2022,0.1990229418812008,-0.10911285197111088,0.8
Ivan Perisic,2021,ITA-Serie A,Inter,0.4002223457476376,0.2475235947180517,0.2107276042572338,Tottenham,0.3844328429046037,0.2896913911398481,0.0947414517647556,2020,0.4582511989752855,-0.05802885322764789,0.9
Ivo Grbic,2223,ESP-La Liga,Atletico Madrid,0.0,0.0,0.0,Sheffield United,0.0,0.1051401869158878,-0.1051401869158878,2022,0.0,0.0,1.0
Iyenoma Destiny Udogie,2223,ITA-Serie A,Udinese,0.231107850330154,0.115727188205039,0.1063579261119826,Tottenham,0.1846532622076323,0.375650705810627,-0.1909974436029947,2022,0.2220851143170216,0.009022736013132387,0.9
Jadon Sancho,2021,GER-Bundesliga,Borussia Dortmund,0.8209313490158425,0.2590991371810665,0.3561828047773955,Manchester United,0.4736842105263157,0.2583177132146204,0.2153664973116953,2020,0.615281941958462,0.20564940705738055,1.0
Jakub Kiwior,2223,ITA-Serie A,Spezia,0.0,0.0401546965422462,0.0373775205644201,Arsenal,0.3777544596012592,0.4180607438687673,-0.0403062842675081,2022,0.0775322171066663,-0.0775322171066663,0.9
Jan Kirchhoff,1415,GER-Bundesliga,Schalke 04,0.0,0.0962590792421567,0.0544020210282277,Sunderland,0.0,0.1927733283665487,-0.1927733283665487,2014,0.1506611002703844,-0.1506611002703844,1.0
Jannik Vestergaard,1718,GER-Bundesliga,Borussia M.Gladbach,0.09375,0.0613639692601282,0.0215663807466626,Southampton,0.0,0.2285104503974094,-0.2285104503974094,2017,0.0829303500067908,0.010819649993209196,1.0
Javier Manquillo,1516,FRA-Ligue 1,Marseille,0.0336448598130841,0.0079698785477988,0.0526821408908222,Sunderland,0.0632466619817287,0.1031452947917993,-0.0398986328100705,2015,0.060652019438621,-0.027007159625536903,0.8
Jean Michael Seri,1718,FRA-Ligue 1,Nice,0.2735562310030395,0.0637584822542546,0.1491505087326396,Fulham,0.1187335092348285,0.1501273009276872,-0.0313937916928586,2017,0.2129089909868942,0.0606472400161453,0.8
Jean-Philippe Gbamin,1819,GER-Bundesliga,Mainz 05,0.1009345794392523,0.0437030199427749,0.0654516852939518,Everton,0.0,0.1940285283954992,-0.1940285283954992,2018,0.10915470523672671,-0.008220125797474415,1.0
Jean-Philippe Mateta,1920,GER-Bundesliga,Mainz 05,0.3389830508474576,0.4075478825528743,0.1086995763293767,Crystal Palace,0.4225352112676056,0.1980268294414081,0.2245083818261974,2019,0.516247458882251,-0.17726440803479337,1.0
Jean-Philippe Mateta,2021,GER-Bundesliga,Mainz 05,0.7142857142857143,0.683605708680781,0.1201947593030386,Crystal Palace,0.2510460251046025,0.2131380478740846,0.0379079772305178,2020,0.8038004679838195,-0.08951475369810524,1.0
Jean-Ricner Bellegarde,2223,FRA-Ligue 1,Strasbourg,0.2947196070405239,0.0880256749238213,0.1969029006444914,Wolverhampton Wanderers,0.2878464818763326,0.2448210922787193,0.0430253895976132,2022,0.2849285755683127,0.00979103147221122,0.8
Jefferson Lerma,1718,ESP-La Liga,Levante,0.042016806722689,0.0427461430790419,0.0650014791308957,Bournemouth,0.0712307083498219,0.2742334793372691,-0.2030027709874471,2017,0.1077476222099376,-0.0657308154872486,1.0
Jeremie Boga,1617,ESP-La Liga,Granada,0.18646408839779,0.134406111091221,0.0560590173683813,Chelsea,0.0,0.2718401486988848,-0.2718401486988848,2016,0.19046512845960228,-0.004001040061812289,1.0
Jesús Gámez,1516,ESP-La Liga,Atletico Madrid,0.0,0.0092527977709459,0.0203826065482236,Newcastle United,0.0,0.1831788577154308,-0.1831788577154308,2015,0.0296354043191695,-0.0296354043191695,1.0
Jetro Willems,1819,GER-Bundesliga,Eintracht Frankfurt,0.1274787535410765,0.025061251867362,0.2760372401370796,Newcastle United,0.2398401065956029,0.1812574737239599,0.0585826328716429,2018,0.3010984920044416,-0.17361973846336512,1.0
Joachim Andersen,1920,FRA-Ligue 1,Lyon,0.0587851077726975,0.0603173073541779,0.006846807371511,Fulham,0.0658857979502196,0.1369087628683624,-0.0710229649181427,2019,0.06716411472568891,-0.00837900695299141,0.8
Joe Hart,1617,ITA-Serie A,Torino,0.0,0.0,0.0004996749986377,West Ham,0.0526315789473684,0.2332516774949409,-0.1806200985475725,2016,0.0004996749986377,-0.0004996749986377,0.9
Joel Campbell,1415,ESP-La Liga,Villarreal,0.0741962077493817,0.1425813897670249,0.1936193975571601,Arsenal,0.5050505050505051,0.3668051081007647,0.1382453969497403,2014,0.336200787324185,-0.26200457957480333,1.0
Joel Matip,1516,GER-Bundesliga,Schalke 04,0.1764705882352941,0.0926205243860535,0.0493926206494078,Liverpool,0.0366897676314716,0.4033026357573833,-0.3666128681259116,2015,0.1420131450354613,0.03445744319983279,1.0
Joel Robles,2021,ESP-La Liga,Real Betis,0.0,0.0,0.0012100833571619,Leeds,0.0,0.2017877688290999,-0.2017877688290999,2020,0.0012100833571619,-0.0012100833571619,1.0
Joelinton,1819,GER-Bundesliga,Hoffenheim,0.5025593299208935,0.374050194206017,0.215526212807684,Newcastle United,0.1322556943423953,0.1812574737239599,-0.0490017793815646,2018,0.589576407013701,-0.08701707709280748,1.0
Jonas Lössl,1617,GER-Bundesliga,Mainz 05,0.0,0.0010133592618836,0.0037161629233095,Huddersfield,0.0263157894736842,0.1310854604376798,-0.1047696709639955,2016,0.0047295221851931,-0.0047295221851931,1.0
Jonjoe Kenny,1920,GER-Bundesliga,Schalke 04,0.164714494875549,0.038380839058783,0.0380313445917585,Everton,0.0,0.2081011811901047,-0.2081011811901047,2019,0.0764121836505415,0.08830231122500751,1.0
Jonny,1718,ESP-La Liga,Celta Vigo,0.0841645885286783,0.0528959872432173,0.0504032719213785,Wolverhampton Wanderers,0.0644699140401146,0.2792520617294031,-0.2147821476892885,2017,0.1032992591645958,-0.019134670635917506,1.0
Jordan Amavi,1415,FRA-Ligue 1,Nice,0.1112828438948995,0.0381277953166589,0.0936240940289989,Aston Villa,0.215568862275449,0.1316660280748197,0.0839028342006293,2014,0.1317518893456578,-0.020469045450758297,0.8
Jordan Ayew,1415,FRA-Ligue 1,Lorient,0.5848623853211009,0.3299725699716956,0.1120167857659724,Aston Villa,0.267402376910017,0.1316660280748197,0.1357363488351972,2014,0.441989355737668,0.1428730295834329,0.8
Jordan Veretout,1415,FRA-Ligue 1,Nantes,0.3635798632691113,0.0560313292343176,0.2003241518704537,Aston Villa,0.2457673402512288,0.1316660280748197,0.114101312176409,2014,0.2563554811047713,0.10722438216433999,0.8
Jorginho,1718,ITA-Serie A,Napoli,0.2017183414269704,0.0415288100348208,0.1286816261959223,Chelsea,0.0566215791129285,0.3900903367095538,-0.3334687575966252,2017,0.1702104362307431,0.03150790519622729,0.9
Joselu,1415,GER-Bundesliga,Hannover 96,0.3996770286637061,0.3119498494896717,0.1310984950195313,Stoke,0.419776119402985,0.2131613467424573,0.2066147726605276,2014,0.443048344509203,-0.043371315845496916,1.0
Joselu,1617,ESP-La Liga,Deportivo La Coruna,0.6108597285067873,0.2700534657094779,0.0215554582081499,Newcastle United,0.2601156069364162,0.1831788577154308,0.0769367492209853,2016,0.2916089239176278,0.31925080458915944,1.0
Josh Maja,1920,FRA-Ligue 1,Bordeaux,1.0241820768136558,0.4443442306691942,0.1624240113785265,Fulham,0.3337453646477132,0.1369087628683624,0.1968366017793508,2019,0.6067682420477207,0.4174138347659351,0.8
Josko Gvardiol,2223,GER-Bundesliga,RasenBallsport Leipzig,0.0415320719889247,0.0729341092242257,0.0255882164852777,Manchester City,0.1927194860813704,0.4097190421032783,-0.2169995560219078,2022,0.09852232570950341,-0.056990253720578705,1.0
José Holebas,1415,ITA-Serie A,Roma,0.0876338851022395,0.023712624923599,0.0558056708011765,Watford,0.0,0.1588830043331728,-0.1588830043331728,2014,0.0795182957247755,0.008115589377463997,0.9
José Ángel Crespo,1415,ESP-La Liga,Cordoba,0.0,0.0182311240554433,0.0496854624325468,Aston Villa,0.0,0.1316660280748197,-0.1316660280748197,2014,0.0679165864879901,-0.0679165864879901,1.0
João Cancelo,1819,ITA-Serie A,Juventus,0.1828339258506856,0.0852017486472687,0.1811048224068887,Manchester City,0.0,0.4442637707250501,-0.4442637707250501,2018,0.2663065710541574,-0.08347264520347178,0.9
João Félix,2021,ESP-La Liga,Atletico Madrid,0.693196405648267,0.2493334382973296,0.2432467602791123,Chelsea,0.3777544596012592,0.1648108219865906,0.2129436376146685,2020,0.49258019857644186,0.20061620707182515,1.0
