Name,Origin_Season,Origin_League,team,Pre_PL_G_A,Pre_PL_npxG,Pre_PL_xA,PL_Team,PL_Raw_GA,PL_Team_Avg_GA,Target_Relative_GA,Season_Control,Pre_PL_Expected_GA,Finishing_Overperf,League_Quality_Score
João Moutinho,1718,FRA-Ligue 1,Monaco,0.2249196715458764,0.0284607859141526,0.1698682098644454,Wolverhampton Wanderers,0.2653128070750081,0.2792520617294031,-0.0139392546543949,2017,0.198328995778598,0.026590675767278388,0.8
João Mário,1617,ITA-Serie A,Inter,0.3601800900450225,0.2167615644249873,0.2048636463821575,West Ham,0.2603664416586306,0.2332516774949409,0.0271147641636897,2016,0.4216252108071448,-0.06144512076212233,0.9
João Pedro,1819,ITA-Serie A,Cagliari,0.3127413127413127,0.2425440364017449,0.1166105147587804,Watford,0.0,0.1478569542640889,-0.1478569542640889,2018,0.3591545511605253,-0.04641323841921258,0.9
João Pedro,2021,ITA-Serie A,Cagliari,0.5224564619615032,0.2607649852420134,0.1456307154234181,Brighton,0.5330700888450147,0.2358128834355828,0.2972572054094319,2020,0.4063957006654315,0.11606076129607168,0.9
Juan Cuadrado,1415,ITA-Serie A,Fiorentina,0.4948453608247422,0.3741316539571457,0.1353946564162207,Chelsea,0.0,0.2633222656892074,-0.2633222656892074,2014,0.5095263103733664,-0.0146809495486242,0.9
Juan Iturbe,1415,ITA-Serie A,Roma,0.1939655172413793,0.2308683457848583,0.0861421624070097,Bournemouth,0.0,0.2038092927332282,-0.2038092927332282,2014,0.317010508191868,-0.12304499095048868,0.9
Juanmi,1415,ESP-La Liga,Malaga,0.3202846975088968,0.2998019007591405,0.0897272904420079,Southampton,0.0,0.3112616182722098,-0.3112616182722098,2014,0.3895291912011484,-0.06924449369225155,1.0
Justin Kluivert,2223,ESP-La Liga,Valencia,0.3716448726772195,0.3635263338067145,0.1694608160922097,Bournemouth,0.3548546081813701,0.2625097225823178,0.0923448855990523,2022,0.5329871498989243,-0.16134227722170474,1.0
Jéremy Doku,2223,FRA-Ligue 1,Rennes,0.5638214565387627,0.2056726956843582,0.3136719760945185,Manchester City,0.6126237623762376,0.4097190421032783,0.2029047202729593,2022,0.5193446717788768,0.04447678475988592,0.8
Jérémy Pied,1516,FRA-Ligue 1,Nice,0.0911854103343465,0.0245334376725382,0.1178048634307181,Southampton,0.0,0.2131782945736434,-0.2131782945736434,2015,0.1423383011032563,-0.05115289076890979,0.8
Kai Havertz,1920,GER-Bundesliga,Bayer Leverkusen,0.6566680178354276,0.3393377213205433,0.3022135731495726,Chelsea,0.4136572554169402,0.2515188335358445,0.1621384218810957,2019,0.6415512944701158,0.01511672336531178,1.0
Kalidou Koulibaly,2021,ITA-Serie A,Napoli,0.0,0.0397932399097984,0.0120952351955161,Chelsea,0.1492537313432835,0.1648108219865906,-0.015557090643307,2020,0.0518884751053145,-0.0518884751053145,0.9
Kamil Grosicki,1516,FRA-Ligue 1,Rennes,0.7109940750493746,0.2820455917746437,0.1855175035139343,Hull,0.2358078602620087,0.1567640797367911,0.0790437805252176,2015,0.46756309528857803,0.24343097976079658,0.8
Kamil Grosicki,1617,FRA-Ligue 1,Rennes,0.6415478615071283,0.2727462269949998,0.28207362898817,West Bromwich Albion,0.5960264900662251,0.1432682299638768,0.4527582601023483,2016,0.5548198559831699,0.08672800552395843,0.8
Kenny Tete,1920,FRA-Ligue 1,Lyon,0.0853080568720379,0.0512764980283817,0.1256000136700569,Fulham,0.0606877950101146,0.1369087628683624,-0.0762209678582477,2019,0.1768765116984386,-0.0915684548264007,0.8
Kepa,1718,ESP-La Liga,Athletic Club,0.0,0.0,0.0085896333058675,Chelsea,0.0,0.3900903367095538,-0.3900903367095538,2017,0.0085896333058675,-0.0085896333058675,1.0
Kevin Danso,1819,GER-Bundesliga,Augsburg,0.144578313253012,0.0291974090757858,0.0242538734013775,Southampton,0.3308823529411764,0.2412787775208605,0.0896035754203158,2018,0.0534512824771633,0.09112703077584869,1.0
Kevin De Bruyne,1415,GER-Bundesliga,Wolfsburg,0.8846657929226737,0.2277739767075502,0.4219545848633445,Manchester City,0.7178464606181456,0.3711402420625608,0.3467062185555848,2014,0.6497285615708946,0.23493723135177902,1.0
Kevin Mbabu,2021,GER-Bundesliga,Wolfsburg,0.0547112462006079,0.0377112041456811,0.1037763751658262,Fulham,0.6521739130434783,0.2651004329618851,0.3870734800815931,2020,0.1414875793115073,-0.08677633311089938,1.0
Kevin Wimmer,1415,GER-Bundesliga,FC Cologne,0.0,0.0051716279122047,0.0049199530913028,Tottenham,0.0,0.3848742823203326,-0.3848742823203326,2014,0.010091581003507499,-0.010091581003507499,1.0
Keylor Navas,2021,FRA-Ligue 1,Paris Saint Germain,0.0,0.0,0.0,Nottingham Forest,0.0,0.1575310916628282,-0.1575310916628282,2020,0.0,0.0,0.8
Kieran Trippier,2021,ESP-La Liga,Atletico Madrid,0.217829770068576,0.0047312878799587,0.1423503521690089,Newcastle United,0.2137767220902612,0.3000851305334847,-0.0863084084432234,2020,0.1470816400489676,0.07074813001960842,1.0
Kiko Casilla,1718,ESP-La Liga,Real Madrid,0.0,0.0,0.0,Leeds,0.0,0.2927378495027209,-0.2927378495027209,2017,0.0,0.0,1.0
Kiko Femenía,1617,ESP-La Liga,Alaves,0.0719712115153938,0.0080696605548101,0.0889150778957006,Watford,0.1045296167247386,0.1790730337078651,-0.0745434169831264,2016,0.0969847384505107,-0.025013526935116895,1.0
Konstantinos Mavropanos,2223,GER-Bundesliga,VfB Stuttgart,0.1180585920419763,0.1435998120847283,0.053172436122146,West Ham,0.0604026845637583,0.2736763861202149,-0.2132737015564565,2022,0.1967722482068743,-0.078713656164898,1.0
Konstantinos Stafylidis,1617,GER-Bundesliga,Augsburg,0.1598579040852575,0.067445274556575,0.0540542951330119,Stoke,0.0,0.1754610246412477,-0.1754610246412477,2016,0.12149956968958689,0.0383583343956706,1.0
Lamine Koné,1415,FRA-Ligue 1,Lorient,0.0666666666666666,0.0295619995643695,0.0419507831955949,Sunderland,0.2048558421851289,0.1927733283665487,0.0120825138185802,2014,0.0715127827599644,-0.004846116093297798,0.8
Lamine Koné,1516,FRA-Ligue 1,Lorient,0.0,0.0564038468584899,0.001949852933326,Sunderland,0.035377358490566,0.1031452947917993,-0.0677679363012332,2015,0.0583536997918159,-0.0583536997918159,0.8
Layvin Kurzawa,2021,FRA-Ligue 1,Paris Saint Germain,0.139426800929512,0.0647225697675617,0.1407153923915717,Fulham,0.0,0.2651004329618851,-0.2651004329618851,2020,0.2054379621591334,-0.06601116122962139,0.8
Leon Bailey,2021,GER-Bundesliga,Bayer Leverkusen,0.7112970711297072,0.2728242701441673,0.2656560710720936,Aston Villa,0.3545051698670605,0.2252782849402202,0.1292268849268402,2020,0.5384803412162609,0.17281672991344632,1.0
Leon Balogun,1718,GER-Bundesliga,Mainz 05,0.0,0.0030509632185329,0.0009246199268239,Brighton,0.1528013582342954,0.1654225589857084,-0.0126212007514129,2017,0.0039755831453568,-0.0039755831453568,1.0
Leroy Sané,1516,GER-Bundesliga,Schalke 04,0.5442764578833693,0.2563323109827083,0.1876836777795468,Manchester City,0.4015616285554936,0.3210133123630849,0.0805483161924087,2015,0.4440159887622551,0.10026046912111419,1.0
Loris Karius,1516,GER-Bundesliga,Mainz 05,0.0,0.0,0.0,Liverpool,0.0,0.4033026357573833,-0.4033026357573833,2015,0.0,0.0,1.0
Lucas Digne,1718,ESP-La Liga,Barcelona,0.2564102564102564,0.0416709754902582,0.2248430147002905,Everton,0.2425876010781671,0.2525341096418926,-0.0099465085637254,2017,0.2665139901905487,-0.010103733780292334,1.0
Lucas Moura,1617,FRA-Ligue 1,Paris Saint Germain,0.6255110384300899,0.348107818729615,0.2241801100654355,Tottenham,0.4326923076923077,0.3518578352180936,0.080834472474214,2016,0.5722879287950505,0.0532231096350394,0.8
Lucas Paquetá,2021,FRA-Ligue 1,Lyon,0.547112462006079,0.2961068981275758,0.250394564773847,West Ham,0.2851969216840199,0.1688197743018788,0.1163771473821411,2020,0.5465014629014228,0.0006109991046562291,0.8
Lucas Pérez,1516,ESP-La Liga,Deportivo La Coruna,0.7147395171537485,0.507339660606076,0.2075119395006633,Arsenal,0.3543307086614173,0.3653666977239452,-0.0110359890625278,2015,0.7148516001067393,-0.00011208295299081072,1.0
Lucas Pérez,1718,ESP-La Liga,Deportivo La Coruna,0.4504826599928495,0.2088365215551098,0.3185337425892507,West Ham,0.5844155844155844,0.2535646796083147,0.3308509048072697,2017,0.5273702641443605,-0.07688760415151102,1.0
Lucas Torreira,1718,ITA-Serie A,Sampdoria,0.1409774436090225,0.0395424738071186,0.0673774512015507,Arsenal,0.1521555367709214,0.3246975398874133,-0.1725420031164919,2017,0.1069199250086693,0.03405751860035321,0.9
Luciano Vietto,1718,ESP-La Liga,Atletico Madrid,0.3417721518987341,0.1968307701187043,0.1822389135066466,Fulham,0.4615384615384615,0.1501273009276872,0.3114111606107743,2017,0.3790696836253509,-0.03729753172661676,1.0
Ludwig Augustinsson,2021,GER-Bundesliga,Werder Bremen,0.1832993890020366,0.0401479739775452,0.143180790991767,Aston Villa,0.0,0.2252782849402202,-0.2252782849402202,2020,0.18332876496931222,-2.9375967275618864e-05,1.0
Luis Hernández,1516,ESP-La Liga,Sporting Gijon,0.0,0.0259906007785803,0.0213207856309426,Leicester,0.0,0.2346475002642426,-0.2346475002642426,2015,0.0473113864095229,-0.0473113864095229,1.0
Lyanco,2021,ITA-Serie A,Torino,0.0,0.070147497487467,0.016573895924289,Southampton,0.1551724137931034,0.1738020424194815,-0.018629628626378,2020,0.086721393411756,-0.086721393411756,0.9
M'Baye Niang,1516,ITA-Serie A,AC Milan,0.6911262798634812,0.303959043604344,0.2322901516784071,Watford,0.2816901408450704,0.1835157759175788,0.0981743649274915,2015,0.5362491952827511,0.15487708458073013,0.9
Malo Gusto,2223,FRA-Ligue 1,Lyon,0.0556930693069306,0.0343948806345573,0.1664777766996165,Chelsea,0.3078677309007982,0.318399159779995,-0.0105314288791967,2022,0.2008726573341738,-0.1451795880272432,0.8
Manolo Gabbiadini,1516,ITA-Serie A,Napoli,1.3610586011342154,0.6376383494099844,0.2092646669230242,Southampton,0.4884667571234736,0.2131782945736434,0.2752884625498302,2015,0.8469030163330087,0.5141555848012067,0.9
Manolo Gabbiadini,1617,ITA-Serie A,Napoli,0.5252918287937743,0.4798208474967962,0.0088034429431599,Southampton,0.4261363636363636,0.1922989498567986,0.233837413779565,2016,0.4886242904399561,0.03666753835381825,0.9
Manuel Akanji,2021,GER-Bundesliga,Borussia Dortmund,0.076595744680851,0.0756895433873572,0.007963012388729,Manchester City,0.039612676056338,0.4215950345473708,-0.3819823584910328,2020,0.0836525557760862,-0.007056811095235205,1.0
Marc Cucurella,2021,ESP-La Liga,Getafe,0.1382488479262673,0.0609465727779997,0.0995787648561363,Chelsea,0.1070154577883472,0.1648108219865906,-0.0577953641982434,2020,0.160525337634136,-0.02227648970786872,1.0
Marc Navarro,1718,ESP-La Liga,Espanyol,0.0816696914700544,0.0500758037735081,0.0689831157738914,Watford,0.0,0.2379903040987219,-0.2379903040987219,2017,0.1190589195473995,-0.0373892280773451,1.0
Marcel Sabitzer,2021,GER-Bundesliga,RasenBallsport Leipzig,0.4850563449289564,0.2059837752913929,0.127554353598518,Manchester United,0.1417322834645669,0.2583177132146204,-0.1165854297500535,2020,0.33353812888991086,0.15151821603904553,1.0
Marco van Ginkel,1415,ITA-Serie A,AC Milan,0.1374045801526717,0.1099063980158503,0.1318435498676796,Stoke,0.0,0.2131613467424573,-0.2131613467424573,2014,0.24174994788352988,-0.10434536773085817,0.9
Marcos Alonso,1516,ITA-Serie A,Fiorentina,0.2688860435339308,0.1334893843457198,0.1612030969582087,Chelsea,0.3004451038575668,0.3983578164090063,-0.0979127125514395,2015,0.2946924813039285,-0.025806437769997692,0.9
Mario Lemina,1617,ITA-Serie A,Juventus,0.2027027027027027,0.2481511041421342,0.0861862318187549,Southampton,0.1043478260869565,0.1922989498567986,-0.0879511237698421,2016,0.3343373359608891,-0.13163463325818642,0.9
Mario Lemina,2223,FRA-Ligue 1,Nice,0.0,0.0216456836907663,0.0073396893997163,Wolverhampton Wanderers,0.1499000666222518,0.2448210922787193,-0.0949210256564675,2022,0.028985373090482602,-0.028985373090482602,0.8
Mario Suárez,1415,ESP-La Liga,Atletico Madrid,0.0799289520426287,0.123027986358871,0.0275563767269174,Watford,0.0,0.1588830043331728,-0.1588830043331728,2014,0.1505843630857884,-0.0706554110431597,1.0
Mario Vrancic,1617,GER-Bundesliga,Darmstadt,0.3499675955930006,0.1001298364447411,0.2395103917513296,Norwich,0.1468189233278956,0.1360348364343038,0.0107840868935917,2016,0.3396402281960707,0.01032736739692991,1.0
Mark Flekken,2223,GER-Bundesliga,Freiburg,0.0,0.0,0.0166580624440137,Brentford,0.0273307014880048,0.2409710239781043,-0.2136403224900995,2022,0.0166580624440137,-0.0166580624440137,1.0
Markus Suttner,1617,GER-Bundesliga,Ingolstadt,0.2956204379562044,0.0624650841490467,0.1723733191976636,Brighton,0.0,0.1961561323558549,-0.1961561323558549,2016,0.2348384033467103,0.06078203460949411,1.0
Marquinhos,2021,FRA-Ligue 1,Paris Saint Germain,0.1687763713080168,0.1009471229580132,0.0097758146906703,Arsenal,0.0,0.4334823396083863,-0.4334823396083863,2020,0.11072293764868349,0.0580534336593333,0.8
Marten de Roon,1516,ITA-Serie A,Atalanta,0.0870125684821141,0.0188634953186362,0.0348647203520924,Middlesbrough,0.129543001079525,0.1446080263059562,-0.0150650252264311,2015,0.0537282156707286,0.0332843528113855,0.9
Martin Odegaard,1920,ESP-La Liga,Real Sociedad,0.3536345776031434,0.1161460857362667,0.2378747968226378,Arsenal,0.3121387283236994,0.2523936320888335,0.0597450962348659,2019,0.3540208825589045,-0.0003863049557611409,1.0
Martín Montoya,1718,ESP-La Liga,Valencia,0.1672862453531598,0.0104323812898033,0.0831450858035689,Brighton,0.0415704387990762,0.1654225589857084,-0.1238521201866321,2017,0.0935774670933722,0.07370877825978761,1.0
Mateo Kovacic,1718,ESP-La Liga,Real Madrid,0.0916496945010183,0.031696368623411,0.061415432375721,Chelsea,0.10250569476082,0.3900903367095538,-0.2875846419487337,2017,0.093111800999132,-0.0014621064981136939,1.0
Matheus Cunha,2021,GER-Bundesliga,Hertha Berlin,0.4574861367837338,0.2466100514065922,0.1789299272260733,Wolverhampton Wanderers,0.1840490797546012,0.1213776886368351,0.062671391117766,2020,0.42553997863266546,0.03194615815106833,1.0
Matheus Pereira,1920,FRA-Ligue 1,Dijon,0.0,0.1296349116959251,0.0880561713487482,West Bromwich Albion,0.5898226676946801,0.1432682299638768,0.4465544377308033,2019,0.21769108304467327,-0.21769108304467327,0.8
Mathieu Debuchy,1516,FRA-Ligue 1,Bordeaux,0.0,0.071173354470152,0.0206955338885285,Arsenal,0.0,0.3653666977239452,-0.3653666977239452,2015,0.0918688883586805,-0.0918688883586805,0.8
Matteo Darmian,1415,ITA-Serie A,Torino,0.1048951048951049,0.0771611021063127,0.1170406420552334,Manchester United,0.0464636035105833,0.2396061269146608,-0.1931425234040774,2014,0.19420174416154612,-0.08930663926644122,0.9
Matz Sels,2223,FRA-Ligue 1,Strasbourg,0.0,0.0,0.0067021838928523,Nottingham Forest,0.0,0.2865459838078777,-0.2865459838078777,2022,0.0067021838928523,-0.0067021838928523,0.8
Mauro Zárate,1516,ITA-Serie A,Fiorentina,0.5202312138728323,0.3607640106155607,0.0869417048969193,Watford,0.0,0.1835157759175788,-0.1835157759175788,2015,0.44770571551247995,0.07252549836035238,0.9
Max Gradel,1415,FRA-Ligue 1,Saint-Etienne,0.8234217749313816,0.43686167784768,0.2256896588457143,Bournemouth,0.2941176470588235,0.2038092927332282,0.0903083543255953,2014,0.6625513366933943,0.1608704382379873,0.8
Max Meyer,1718,GER-Bundesliga,Schalke 04,0.0,0.0100862673125505,0.0172538435876009,Crystal Palace,0.1924447612259444,0.2573188901864454,-0.064874128960501,2017,0.0273401109001514,-0.0273401109001514,1.0
Maxime Estève,2223,FRA-Ligue 1,Montpellier,0.0,0.023363499063257,0.0011976117659439,Burnley,0.0,0.1881771526325793,-0.1881771526325793,2022,0.0245611108292009,-0.0245611108292009,0.8
Maxime Le Marchand,1718,FRA-Ligue 1,Nice,0.1064249113125739,0.0158673866109017,0.0253341998170751,Fulham,0.0399822301199466,0.1501273009276872,-0.1101450708077405,2017,0.041201586427976805,0.06522332488459709,0.8
Maximilian Wöber,1819,ESP-La Liga,Sevilla,0.0,0.0329379139938087,0.0903990472379688,Leeds,0.0,0.2017877688290999,-0.2017877688290999,2018,0.1233369612317775,-0.1233369612317775,1.0
Maxwel Cornet,2021,FRA-Ligue 1,Lyon,0.2543399273314493,0.0707734322726582,0.1311604742022426,West Ham,0.0,0.1688197743018788,-0.1688197743018788,2020,0.2019339064749008,0.05240602085654847,0.8
Micah Richards,1415,ITA-Serie A,Fiorentina,0.0,0.0186821010379873,0.0169884098416313,Aston Villa,0.0878477306002928,0.1316660280748197,-0.0438182974745269,2014,0.0356705108796186,-0.0356705108796186,0.9
Michael Hector,1617,GER-Bundesliga,Eintracht Frankfurt,0.0662739322533137,0.0202856833096017,0.0,Fulham,0.0,0.1369087628683624,-0.1369087628683624,2016,0.0202856833096017,0.04598824894371199,1.0
Michy Batshuayi,1516,FRA-Ligue 1,Marseille,0.7956477388643318,0.5219303367964085,0.1028096990578132,Chelsea,2.443438914027149,0.3983578164090063,2.0450810976181426,2015,0.6247400358542218,0.17090770301011005,0.8
Michy Batshuayi,1718,GER-Bundesliga,Borussia Dortmund,0.8602150537634408,0.7254378661833784,0.064256172827495,Crystal Palace,0.587467362924282,0.2573188901864454,0.3301484727378366,2017,0.7896940390108733,0.07052101475256745,1.0
Michy Batshuayi,1819,ESP-La Liga,Valencia,0.1792828685258964,0.2489812659522689,0.1421462289016857,Chelsea,0.9278350515463918,0.3419967736153432,0.5858382779310485,2018,0.3911274948539546,-0.2118446263280582,1.0
Micky van de Ven,2223,GER-Bundesliga,Wolfsburg,0.0606060606060606,0.0400597157634117,0.0493613869854898,Tottenham,0.115138592750533,0.375650705810627,-0.260512113060094,2022,0.0894211027489015,-0.028815042142840898,1.0
Miguel Britos,1415,ITA-Serie A,Napoli,0.060200668896321,0.0634887756399785,0.0149988578663621,Watford,0.0,0.1588830043331728,-0.1588830043331728,2014,0.0784876335063406,-0.018286964610019593,0.9
Mikkel Damsgaard,2021,ITA-Serie A,Sampdoria,0.3045685279187817,0.1697378937003727,0.1076802906821373,Brentford,0.0,0.3086011732628274,-0.3086011732628274,2020,0.27741818438251,0.027150343536271715,0.9
Modibo Maiga,1415,FRA-Ligue 1,Metz,0.4602272727272727,0.2189643664222041,0.0810041017883287,West Ham,5.0,0.2815491459675905,4.718450854032409,2014,0.2999684682105328,0.1602588045167399,0.8
Mohamed Salah,1617,ITA-Serie A,Roma,0.9367493995196156,0.483205042096426,0.3470881523085747,Liverpool,1.2796208530805686,0.3503484648709738,0.9292723882095948,2016,0.8302931944050007,0.10645620511461484,0.9
Mohammed Salisu,1920,ESP-La Liga,Real Valladolid,0.0659099231050897,0.039412676974318,0.0051855456993851,Southampton,0.0,0.2605877268798617,-0.2605877268798617,2019,0.0445982226737031,0.021311700431386596,1.0
Moise Kean,1819,ITA-Serie A,Juventus,1.0246679316888043,0.6509370276213146,0.0679604002969088,Everton,0.4597701149425288,0.1940285283954992,0.2657415865470295,2018,0.7188974279182233,0.305770503770581,0.9
Molla Wagué,1617,ITA-Serie A,Udinese,0.0,0.0457256675387422,0.0024085499656697,Watford,0.2040816326530612,0.1790730337078651,0.025008598945196,2016,0.0481342175044119,-0.0481342175044119,0.9
Morgan Sanson,1920,FRA-Ligue 1,Marseille,0.3658536585365853,0.1698716611003245,0.1401451750226863,Aston Villa,0.0,0.2969087280576711,-0.2969087280576711,2019,0.3100168361230108,0.055836822413574516,0.8
Morgan Sanson,2021,FRA-Ligue 1,Marseille,0.5376344086021505,0.0955618401208231,0.323026799546775,Aston Villa,0.0,0.2252782849402202,-0.2252782849402202,2020,0.4185886396675981,0.11904576893455243,0.8
Moussa Diaby,2223,GER-Bundesliga,Bayer Leverkusen,0.5592105263157895,0.3117200988344848,0.2810041026187767,Aston Villa,0.5642633228840126,0.3634443339960239,0.2008189888879887,2022,0.5927242014532614,-0.03351367513747194,1.0
Moussa Niakhate,2021,GER-Bundesliga,Mainz 05,0.1255667945587722,0.0514649359927096,0.0528476758427037,Nottingham Forest,0.0,0.1575310916628282,-0.1575310916628282,2020,0.1043126118354133,0.02125418272335891,1.0
N'Golo Kanté,1415,FRA-Ligue 1,Caen,0.1978021978021978,0.0450537610606084,0.0705116934682501,Leicester,0.1494520092992361,0.3856627953544252,-0.2362107860551891,2014,0.1155654545288585,0.0822367432733393,0.8
Nabil Bentaleb,1819,GER-Bundesliga,Schalke 04,0.1503340757238307,0.0516739180508611,0.0687817291108754,Newcastle United,0.0,0.1812574737239599,-0.1812574737239599,2018,0.12045564716173651,0.02987842856209419,1.0
Naby Keita,1718,GER-Bundesliga,RasenBallsport Leipzig,0.5025380710659898,0.1517289722631425,0.1902399122204423,Liverpool,0.1918976545842217,0.408237919303508,-0.2163402647192863,2017,0.34196888448358476,0.16056918658240504,1.0
Naif Aguerd,2021,FRA-Ligue 1,Rennes,0.1143583227445997,0.0941041042333589,0.0201290094659319,West Ham,0.1124999999999999,0.1688197743018788,-0.0563197743018788,2020,0.11423311369929079,0.00012520904530891053,0.8
Nampalys Mendy,1516,FRA-Ligue 1,Nice,0.079552150854449,0.0035978459193863,0.0088815337500294,Leicester,0.0,0.2346475002642426,-0.2346475002642426,2015,0.0124793796694157,0.0670727711850333,0.8
Nampalys Mendy,1718,FRA-Ligue 1,Nice,0.093071354705274,0.0021807083931309,0.0048622151310897,Leicester,0.0,0.2264475444295815,-0.2264475444295815,2017,0.0070429235242206005,0.0860284311810534,0.8
Naouirou Ahamada,2223,GER-Bundesliga,VfB Stuttgart,0.2524544179523141,0.0387453089688929,0.0699490743857739,Crystal Palace,0.0,0.2926997245179064,-0.2926997245179064,2022,0.1086943833546668,0.1437600345976473,1.0
Neal Maupay,1516,FRA-Ligue 1,Saint-Etienne,0.5283757338551859,0.1614947472890354,0.2286002834358502,Brighton,0.4205607476635514,0.1562555362647486,0.2643052113988028,2015,0.3900950307248856,0.13828070313030028,0.8
Neto,2021,ESP-La Liga,Barcelona,0.0,0.0,0.0,Bournemouth,0.0,0.1596752368064952,-0.1596752368064952,2020,0.0,0.0,1.0
Nicolas Jackson,2223,ESP-La Liga,Villarreal,0.8905380333951763,0.476597675600941,0.2305967904323218,Chelsea,0.6068133427963095,0.318399159779995,0.2884141830163145,2022,0.7071944660332629,0.18334356736191348,1.0
Nicolas Pepe,1819,FRA-Ligue 1,Lille,0.8910891089108911,0.3680846572817579,0.2802434658194103,Arsenal,0.4453240969816922,0.2353597978432697,0.2099642991384224,2018,0.6483281231011682,0.24276098580972294,0.8
Nicolo Zaniolo,2223,ITA-Serie A,Roma,0.0993377483443708,0.4006008346817943,0.0889690617555814,Aston Villa,0.2195121951219512,0.3634443339960239,-0.1439321388740726,2022,0.4895698964373757,-0.3902321480930049,0.9
Nicolás Domínguez,2223,ITA-Serie A,Bologna,0.194216659473457,0.0820261986992922,0.1347121923846781,Nottingham Forest,0.2333117303953337,0.2865459838078777,-0.0532342534125439,2022,0.2167383910839703,-0.022521731610513296,0.9
Nicolás Otamendi,1415,ESP-La Liga,Valencia,0.1740812379110251,0.0902752539168185,0.0023564477802418,Manchester City,0.0336700336700336,0.3711402420625608,-0.3374702083925271,2014,0.0926317016970603,0.0814495362139648,1.0
Nolito,1516,ESP-La Liga,Celta Vigo,0.6914678528103518,0.2621037943843787,0.2688015886238601,Manchester City,0.6870229007633588,0.3210133123630849,0.3660095884002739,2015,0.5309053830082389,0.16056246980211297,1.0
Nordin Amrabat,1415,ESP-La Liga,Malaga,0.4418262150220913,0.1801405683028153,0.1843073045003704,Watford,0.0,0.1588830043331728,-0.1588830043331728,2014,0.3644478728031857,0.0773783422189056,1.0
Nordin Amrabat,1516,ESP-La Liga,Malaga,0.0883218842001962,0.1170852061788806,0.2281427332606821,Watford,0.1273584905660377,0.1835157759175788,-0.0561572853515411,2015,0.3452279394395627,-0.2569060552393665,1.0
Nuno Tavares,2223,FRA-Ligue 1,Marseille,0.2298850574712643,0.1706967771524327,0.1207884469594078,Nottingham Forest,0.0,0.2865459838078777,-0.2865459838078777,2022,0.2914852241118405,-0.061600166640576215,0.8
Nyom,1415,ESP-La Liga,Granada,0.0301003344481605,0.0216238310990425,0.0528644867222693,Watford,0.0362464760370519,0.1588830043331728,-0.1226365282961209,2014,0.0744883178213118,-0.044387983373151293,1.0
Nélson Semedo,1920,ESP-La Liga,Barcelona,0.1287553648068669,0.0289562743460927,0.0971185372015181,Wolverhampton Wanderers,0.0601202404809619,0.1682949168065944,-0.1081746763256324,2019,0.1260748115476108,0.002680553259256091,1.0
Odsonne Edouard,1617,FRA-Ligue 1,Toulouse,0.1624548736462094,0.2549348750726625,0.0317675788426227,Crystal Palace,0.3463441451346893,0.2131380478740846,0.1332060972606047,2016,0.2867024539152852,-0.12424758026907581,0.8
Okay Yokuslu,1920,ESP-La Liga,Celta Vigo,0.0902708124373119,0.0186136429811806,0.0528051401044773,West Bromwich Albion,0.0677710843373494,0.1432682299638768,-0.0754971456265274,2019,0.07141878308565791,0.01885202935165399,1.0
Ola Aina,1920,ITA-Serie A,Torino,0.0867888138862102,0.0175785017895836,0.0979893571466365,Fulham,0.1006336190831159,0.1369087628683624,-0.0362751437852464,2019,0.1155678589362201,-0.028779045050009902,0.9
Ola Aina,2223,ITA-Serie A,Torino,0.2076124567474048,0.084670851567831,0.2153964527595827,Nottingham Forest,0.1040462427745664,0.2865459838078777,-0.1824997410333112,2022,0.3000673043274137,-0.09245484758000888,0.9
Ola Toivonen,1415,FRA-Ligue 1,Rennes,0.2985074626865671,0.3067505857976737,0.1009788579627204,Sunderland,0.2694610778443114,0.1927733283665487,0.0766877494777626,2014,0.4077294437603941,-0.10922198107382702,0.8
Oliver Burke,1617,GER-Bundesliga,RasenBallsport Leipzig,0.4545454545454546,0.3623600033196536,0.2373813798255993,West Bromwich Albion,0.5357142857142857,0.1628410260048959,0.3728732597093898,2016,0.5997413831452529,-0.14519592859979835,1.0
Oliver Burke,1920,ESP-La Liga,Alaves,0.1287553648068669,0.1701762170287033,0.0842921263558286,Sheffield United,0.1415094339622641,0.0868893608804788,0.0546200730817852,2019,0.2544683433845319,-0.125712978577665,1.0
Ondrej Duda,1819,GER-Bundesliga,Hertha Berlin,0.555984555984556,0.2344502253263728,0.2080063619884629,Norwich,0.0,0.1360348364343038,-0.1360348364343038,2018,0.4424565873148357,0.11352796866972026,1.0
Orel Mangala,2021,GER-Bundesliga,VfB Stuttgart,0.1706161137440758,0.0494944545665482,0.0742655981605722,Nottingham Forest,0.1138519924098671,0.1575310916628282,-0.043679099252961,2020,0.1237600527271204,0.046856061016955386,1.0
Orestis Karnezis,1617,ITA-Serie A,Udinese,0.0,0.0,0.0009448540971634,Watford,0.0,0.1790730337078651,-0.1790730337078651,2016,0.0009448540971634,-0.0009448540971634,0.9
Oriol Romeu,1415,GER-Bundesliga,VfB Stuttgart,0.0,0.0197085179338398,0.0074562721006548,Southampton,0.0563204005006257,0.3112616182722098,-0.254941217771584,2014,0.0271647900344946,-0.0271647900344946,1.0
Ozan Kabak,1920,GER-Bundesliga,Schalke 04,0.2035048049745619,0.0856678459373207,0.0154361958942418,Liverpool,0.0,0.2962865420068475,-0.2962865420068475,2019,0.1011040418315625,0.10240076314299938,1.0
